,Recency,Frequency,Monetary,Time,Diversity,R_score,F_score,M_score,T_score,D_score,RFMTD_Score,Cluster,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,R_Cluster,F_Cluster,M_Cluster,T_Cluster,D_Cluster,OverallScore,Segment
842,77,1,505.18,0,39,2,1,3,"(-0.001, 29.0]",3,"213(-0.001, 29.0]3",0,2,2,0,2,0,0,0,0,2,Low-Value
843,53,1,917.34,0,20,3,1,4,"(-0.001, 29.0]",2,"314(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
844,47,3,1421.61,91,37,3,3,4,"(29.0, 167.0]",3,"334(29.0, 167.0]3",0,2,2,0,3,0,0,1,0,4,Low-Value
845,17,2,642.8,71,37,4,2,3,"(29.0, 167.0]",3,"423(29.0, 167.0]3",0,2,2,0,3,0,0,1,0,4,Low-Value
846,155,3,631.9,101,22,2,3,3,"(29.0, 167.0]",2,"233(29.0, 167.0]2",3,1,0,0,1,0,0,1,0,2,Low-Value
847,225,1,440.0,0,28,1,1,2,"(-0.001, 29.0]",3,"112(-0.001, 29.0]3",2,0,0,0,1,0,0,0,0,1,Low-Value
848,7,2,584.07,242,30,5,2,3,"(167.0, 277.0]",3,"523(167.0, 277.0]3",1,3,1,0,3,0,0,2,0,5,Low-Value
849,122,2,327.7,2,16,2,2,2,"(-0.001, 29.0]",2,"222(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
850,61,1,104.82,0,6,3,1,1,"(-0.001, 29.0]",1,"311(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
851,63,2,467.66,80,15,3,2,3,"(29.0, 167.0]",2,"323(29.0, 167.0]2",0,2,2,0,2,0,0,1,0,3,Low-Value
852,18,8,2360.09,348,210,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
853,7,19,17286.86,365,119,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,1,3,1,9,High-Value
854,2,11,2975.59,364,53,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,1,0,3,0,7,Mid-Value
855,22,3,651.8199999999999,135,82,4,3,3,"(29.0, 167.0]",4,"433(29.0, 167.0]4",3,1,3,0,3,0,0,1,1,5,Low-Value
856,29,5,1428.02,268,41,4,4,4,"(167.0, 277.0]",3,"444(167.0, 277.0]3",1,3,1,0,3,0,0,2,0,5,Low-Value
857,285,1,626.65,0,38,1,1,3,"(-0.001, 29.0]",3,"113(-0.001, 29.0]3",2,0,0,0,0,0,0,0,0,0,Low-Value
858,176,2,147.20000000000002,188,27,2,2,1,"(167.0, 277.0]",3,"221(167.0, 277.0]3",3,1,3,0,1,0,0,2,0,3,Low-Value
859,78,3,1560.38,128,64,2,3,4,"(29.0, 167.0]",4,"234(29.0, 167.0]4",3,1,3,0,2,0,0,1,0,3,Low-Value
860,33,1,152.2,0,6,4,1,1,"(-0.001, 29.0]",1,"411(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
861,41,12,3614.92,290,146,3,5,5,"(277.0, 373.0]",5,"355(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
862,266,1,141.41,0,21,1,1,1,"(-0.001, 29.0]",2,"111(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
863,27,4,652.82,283,165,4,4,3,"(277.0, 373.0]",5,"443(277.0, 373.0]5",1,3,1,0,3,0,0,3,1,7,Mid-Value
864,109,4,1659.75,264,4,2,4,4,"(167.0, 277.0]",1,"244(167.0, 277.0]1",3,1,1,0,2,0,0,2,0,4,Low-Value
865,284,1,154.99,0,14,1,1,1,"(-0.001, 29.0]",2,"111(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
866,9,5,1308.6100000000001,364,22,5,4,4,"(277.0, 373.0]",2,"544(277.0, 373.0]2",1,3,1,0,3,0,0,3,0,6,Mid-Value
867,305,1,409.93,0,83,1,1,2,"(-0.001, 29.0]",4,"112(-0.001, 29.0]4",2,0,0,0,0,0,0,0,1,1,Low-Value
868,17,4,5681.72,301,348,4,4,5,"(277.0, 373.0]",5,"445(277.0, 373.0]5",1,3,1,0,3,0,0,3,2,8,High-Value
869,32,2,746.36,74,49,4,2,3,"(29.0, 167.0]",4,"423(29.0, 167.0]4",0,2,2,0,3,0,0,1,0,4,Low-Value
870,1,23,15610.390000000001,365,52,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,2,1,3,0,9,High-Value
871,20,1,225.36,0,56,4,1,1,"(-0.001, 29.0]",4,"411(-0.001, 29.0]4",0,2,2,0,3,0,0,0,0,3,Low-Value
872,124,2,260.25,35,2,2,2,2,"(29.0, 167.0]",1,"222(29.0, 167.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
873,65,1,92.46,0,6,3,1,1,"(-0.001, 29.0]",1,"311(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
874,106,1,725.6400000000001,0,10,2,1,3,"(-0.001, 29.0]",1,"213(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
875,1,23,8214.65,282,320,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,2,1,2,2,10,High-Value
876,24,17,6217.96,336,179,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
877,267,1,183.6,0,8,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
878,5,19,6140.42,368,86,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,1,0,3,1,8,High-Value
879,10,12,10464.85,354,60,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,1,1,3,0,8,High-Value
880,29,5,1353.74,245,59,4,4,4,"(167.0, 277.0]",4,"444(167.0, 277.0]4",3,1,1,0,3,0,0,2,0,5,Low-Value
881,267,1,152.55,0,7,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
882,64,2,374.7,32,51,3,2,2,"(29.0, 167.0]",4,"322(29.0, 167.0]4",0,2,2,0,2,0,0,0,0,2,Low-Value
883,320,1,265.85,0,22,1,1,2,"(-0.001, 29.0]",2,"112(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
884,4,8,1438.82,261,271,5,5,4,"(167.0, 277.0]",5,"554(167.0, 277.0]5",1,3,1,0,3,1,0,2,2,8,High-Value
885,32,1,151.04,0,13,4,1,1,"(-0.001, 29.0]",2,"411(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
886,5,3,942.26,256,33,5,3,4,"(167.0, 277.0]",3,"534(167.0, 277.0]3",1,3,1,0,3,0,0,2,0,5,Low-Value
887,129,1,122.47,0,43,2,1,1,"(-0.001, 29.0]",3,"211(-0.001, 29.0]3",0,2,2,0,2,0,0,0,0,2,Low-Value
888,41,5,499.41999999999996,233,33,3,4,3,"(167.0, 277.0]",3,"343(167.0, 277.0]3",3,1,1,0,3,0,0,2,0,5,Low-Value
889,102,6,1049.37,271,46,2,5,4,"(167.0, 277.0]",3,"254(167.0, 277.0]3",3,1,1,0,2,1,0,2,0,5,Low-Value
890,125,1,375.1,0,12,2,1,2,"(-0.001, 29.0]",1,"212(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
891,33,1,45.599999999999994,0,4,4,1,1,"(-0.001, 29.0]",1,"411(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
892,302,2,934.52,67,126,1,2,4,"(29.0, 167.0]",5,"124(29.0, 167.0]5",2,0,0,0,0,0,0,1,1,2,Low-Value
893,365,1,182.25,0,28,1,1,1,"(-0.001, 29.0]",3,"111(-0.001, 29.0]3",2,0,0,0,0,0,0,0,0,0,Low-Value
894,4,9,1018.43,367,162,5,5,4,"(277.0, 373.0]",5,"554(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
895,2,18,4448.54,366,272,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
896,3,1,194.42,0,61,5,1,1,"(-0.001, 29.0]",4,"511(-0.001, 29.0]4",0,2,2,0,3,0,0,0,0,3,Low-Value
897,10,13,50491.81,312,379,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,2,3,2,11,High-Value
898,57,1,161.0,0,13,3,1,1,"(-0.001, 29.0]",2,"311(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
899,325,1,76.32000000000001,0,1,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
900,8,14,4076.91,350,117,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
901,12,1,442.85,0,95,5,1,2,"(-0.001, 29.0]",5,"512(-0.001, 29.0]5",0,2,2,0,3,0,0,0,1,4,Low-Value
902,4,17,65164.79,97,1119,5,5,5,"(29.0, 167.0]",5,"555(29.0, 167.0]5",3,2,2,0,3,1,2,1,3,10,High-Value
903,37,1,147.35,0,21,3,1,1,"(-0.001, 29.0]",2,"311(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
904,16,11,3104.17,338,167,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
905,138,1,194.9,0,24,2,1,1,"(-0.001, 29.0]",2,"211(-0.001, 29.0]2",0,2,2,0,1,0,0,0,0,1,Low-Value
906,74,6,5976.79,252,15,2,5,5,"(167.0, 277.0]",2,"255(167.0, 277.0]2",3,1,1,0,2,1,0,2,0,5,Low-Value
907,5,5,1360.28,39,35,5,4,4,"(29.0, 167.0]",3,"544(29.0, 167.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
908,154,2,216.20999999999998,11,21,2,2,1,"(-0.001, 29.0]",2,"221(-0.001, 29.0]2",0,2,0,0,1,0,0,0,0,1,Low-Value
909,239,1,1266.23,0,74,1,1,4,"(-0.001, 29.0]",4,"114(-0.001, 29.0]4",2,0,0,0,1,0,0,0,1,2,Low-Value
910,52,7,2703.23,312,61,3,5,5,"(277.0, 373.0]",4,"355(277.0, 373.0]4",1,3,1,0,2,1,0,3,0,6,Mid-Value
911,31,2,597.91,70,33,4,2,3,"(29.0, 167.0]",3,"423(29.0, 167.0]3",0,2,2,0,3,0,0,1,0,4,Low-Value
912,73,1,144.2,0,9,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
913,4,12,5683.15,263,94,5,5,5,"(167.0, 277.0]",5,"555(167.0, 277.0]5",1,3,1,0,3,1,0,2,1,7,Mid-Value
914,14,4,692.85,227,10,4,4,3,"(167.0, 277.0]",1,"443(167.0, 277.0]1",3,1,1,0,3,0,0,2,0,5,Low-Value
915,23,7,2915.15,253,117,4,5,5,"(167.0, 277.0]",5,"455(167.0, 277.0]5",1,3,1,0,3,1,0,2,1,7,Mid-Value
916,4,4,1840.42,351,26,5,4,4,"(277.0, 373.0]",2,"544(277.0, 373.0]2",1,3,1,0,3,0,0,3,0,6,Mid-Value
917,274,2,386.53,56,15,1,2,2,"(29.0, 167.0]",2,"122(29.0, 167.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
918,20,5,1382.74,101,61,4,4,4,"(29.0, 167.0]",4,"444(29.0, 167.0]4",0,2,2,0,3,0,0,1,0,4,Low-Value
919,144,1,90.0,0,3,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,1,0,0,0,0,1,Low-Value
920,4,4,2780.15,56,148,5,4,5,"(29.0, 167.0]",5,"545(29.0, 167.0]5",0,2,2,0,3,0,0,0,1,4,Low-Value
921,84,1,419.58000000000004,0,4,2,1,2,"(-0.001, 29.0]",1,"212(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
922,11,3,2740.43,67,159,5,3,5,"(29.0, 167.0]",5,"535(29.0, 167.0]5",0,2,2,0,3,0,0,1,1,5,Low-Value
923,8,3,706.1300000000001,2,14,5,3,3,"(-0.001, 29.0]",2,"533(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
924,123,3,709.71,187,39,2,3,3,"(167.0, 277.0]",3,"233(167.0, 277.0]3",3,1,3,0,2,0,0,2,0,4,Low-Value
925,61,2,637.5,195,40,3,2,3,"(167.0, 277.0]",3,"323(167.0, 277.0]3",3,1,3,0,2,0,0,2,0,4,Low-Value
926,2,5,1123.8600000000001,259,31,5,4,4,"(167.0, 277.0]",3,"544(167.0, 277.0]3",1,3,1,0,3,0,0,2,0,5,Low-Value
927,319,1,483.86,0,66,1,1,3,"(-0.001, 29.0]",4,"113(-0.001, 29.0]4",2,0,0,0,0,0,0,0,0,0,Low-Value
928,2,11,3586.0299999999997,181,100,5,5,5,"(167.0, 277.0]",5,"555(167.0, 277.0]5",3,1,3,0,3,1,0,2,1,7,Mid-Value
929,130,3,605.64,186,25,2,3,3,"(167.0, 277.0]",2,"233(167.0, 277.0]2",3,1,3,0,2,0,0,2,0,4,Low-Value
930,2,15,4690.31,371,95,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
931,2,2,982.3800000000001,62,40,5,2,4,"(29.0, 167.0]",3,"524(29.0, 167.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
932,46,1,415.82,0,26,3,1,2,"(-0.001, 29.0]",2,"312(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
933,4,2,935.05,27,60,5,2,4,"(-0.001, 29.0]",4,"524(-0.001, 29.0]4",0,2,2,0,3,0,0,0,0,3,Low-Value
934,3,4,915.13,102,27,5,4,4,"(29.0, 167.0]",3,"544(29.0, 167.0]3",0,2,2,0,3,0,0,1,0,4,Low-Value
935,373,1,311.81,0,22,1,1,2,"(-0.001, 29.0]",2,"112(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
936,134,1,115.8,0,7,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,1,0,0,0,0,1,Low-Value
937,47,4,3742.2,170,6,3,4,5,"(167.0, 277.0]",1,"345(167.0, 277.0]1",3,1,3,0,3,0,0,1,0,4,Low-Value
938,9,5,4191.0,348,183,5,4,5,"(277.0, 373.0]",5,"545(277.0, 373.0]5",1,3,1,0,3,0,0,3,1,7,Mid-Value
939,78,2,483.4,207,4,2,2,3,"(167.0, 277.0]",1,"223(167.0, 277.0]1",3,1,3,0,2,0,0,2,0,4,Low-Value
940,234,1,157.2,0,3,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
941,221,1,446.62,0,28,1,1,2,"(-0.001, 29.0]",3,"112(-0.001, 29.0]3",2,0,0,0,1,0,0,0,0,1,Low-Value
942,36,2,658.64,324,23,3,2,3,"(277.0, 373.0]",2,"323(277.0, 373.0]2",1,3,1,0,3,0,0,3,0,6,Mid-Value
943,75,2,621.29,158,47,2,2,3,"(29.0, 167.0]",3,"223(29.0, 167.0]3",3,1,3,0,2,0,0,1,0,3,Low-Value
944,239,2,1345.62,0,52,1,2,4,"(-0.001, 29.0]",4,"124(-0.001, 29.0]4",2,0,0,0,1,0,0,0,0,1,Low-Value
945,266,1,118.75,0,6,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
946,20,2,432.88,265,45,4,2,2,"(167.0, 277.0]",3,"422(167.0, 277.0]3",1,3,1,0,3,0,0,2,0,5,Low-Value
947,40,1,507.66,0,41,3,1,3,"(-0.001, 29.0]",3,"313(-0.001, 29.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
948,20,11,4693.01,343,501,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
949,216,3,1110.52,153,87,1,3,4,"(29.0, 167.0]",4,"134(29.0, 167.0]4",2,0,0,0,1,0,0,1,1,3,Low-Value
950,174,2,289.36,118,25,2,2,2,"(29.0, 167.0]",2,"222(29.0, 167.0]2",3,1,0,0,1,0,0,1,0,2,Low-Value
951,87,4,2445.91,151,36,2,4,5,"(29.0, 167.0]",3,"245(29.0, 167.0]3",3,1,3,0,2,0,0,1,0,3,Low-Value
952,71,2,1631.77,10,28,3,2,4,"(-0.001, 29.0]",3,"324(-0.001, 29.0]3",0,2,2,0,2,0,0,0,0,2,Low-Value
953,276,1,122.53999999999999,0,23,1,1,1,"(-0.001, 29.0]",2,"111(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
954,39,4,574.84,291,27,3,4,3,"(277.0, 373.0]",3,"343(277.0, 373.0]3",1,3,1,0,3,0,0,3,0,6,Mid-Value
955,98,1,363.79,0,57,2,1,2,"(-0.001, 29.0]",4,"212(-0.001, 29.0]4",0,2,2,0,2,0,0,0,0,2,Low-Value
956,11,4,450.84,208,28,5,4,2,"(167.0, 277.0]",3,"542(167.0, 277.0]3",3,1,3,0,3,0,0,2,0,5,Low-Value
957,33,1,134.46,0,26,4,1,1,"(-0.001, 29.0]",2,"411(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
958,60,3,3222.3,269,139,3,3,5,"(167.0, 277.0]",5,"335(167.0, 277.0]5",1,3,1,0,2,0,0,2,1,5,Low-Value
959,297,4,576.9000000000001,70,28,1,4,3,"(29.0, 167.0]",3,"143(29.0, 167.0]3",2,0,0,0,0,0,0,1,0,1,Low-Value
960,86,4,559.41,93,37,2,4,3,"(29.0, 167.0]",3,"243(29.0, 167.0]3",0,2,2,0,2,0,0,1,0,3,Low-Value
961,9,7,1620.93,173,191,5,5,4,"(167.0, 277.0]",5,"554(167.0, 277.0]5",3,1,3,0,3,1,0,1,1,6,Mid-Value
962,41,2,719.78,11,135,3,2,3,"(-0.001, 29.0]",5,"323(-0.001, 29.0]5",0,2,2,0,3,0,0,0,1,4,Low-Value
963,11,25,4748.52,361,112,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,2,0,3,1,9,High-Value
964,67,1,452.89,0,24,3,1,2,"(-0.001, 29.0]",2,"312(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
965,331,1,197.65,0,3,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
966,31,6,2054.36,279,34,4,5,5,"(277.0, 373.0]",3,"455(277.0, 373.0]3",1,3,1,0,3,1,0,2,0,6,Mid-Value
967,2,15,4654.08,366,176,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
968,2,13,4684.76,218,145,5,5,5,"(167.0, 277.0]",5,"555(167.0, 277.0]5",3,1,3,0,3,1,0,2,1,7,Mid-Value
969,68,2,853.39,201,35,3,2,3,"(167.0, 277.0]",3,"323(167.0, 277.0]3",3,1,3,0,2,0,0,2,0,4,Low-Value
970,5,21,11349.52,303,269,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,2,1,3,2,11,High-Value
971,202,2,1012.0,50,7,1,2,4,"(29.0, 167.0]",1,"124(29.0, 167.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
972,107,1,335.52,0,6,2,1,2,"(-0.001, 29.0]",1,"212(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
973,18,4,701.4,221,35,4,4,3,"(167.0, 277.0]",3,"443(167.0, 277.0]3",3,1,3,0,3,0,0,2,0,5,Low-Value
974,218,1,185.39999999999998,0,2,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
975,60,7,747.44,299,32,3,5,3,"(277.0, 373.0]",3,"353(277.0, 373.0]3",1,3,1,0,2,1,0,3,0,6,Mid-Value
976,2,1,161.03,0,36,5,1,1,"(-0.001, 29.0]",3,"511(-0.001, 29.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
977,17,2,466.7,247,23,4,2,3,"(167.0, 277.0]",2,"423(167.0, 277.0]2",1,3,1,0,3,0,0,2,0,5,Low-Value
978,239,1,328.15999999999997,0,20,1,1,2,"(-0.001, 29.0]",2,"112(-0.001, 29.0]2",2,0,0,0,1,0,0,0,0,1,Low-Value
979,95,1,151.74,0,10,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
980,11,6,2073.43,321,55,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,1,0,3,0,7,Mid-Value
981,106,6,1905.8400000000001,265,66,2,5,4,"(167.0, 277.0]",4,"254(167.0, 277.0]4",3,1,1,0,2,1,0,2,0,5,Low-Value
982,53,9,2241.1,241,87,3,5,5,"(167.0, 277.0]",4,"355(167.0, 277.0]4",3,1,1,0,2,1,0,2,1,6,Mid-Value
983,90,1,1070.48,0,9,2,1,4,"(-0.001, 29.0]",1,"214(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
984,31,5,1004.38,246,64,4,4,4,"(167.0, 277.0]",4,"444(167.0, 277.0]4",3,1,1,0,3,0,0,2,0,5,Low-Value
985,12,6,1789.72,356,98,5,5,4,"(277.0, 373.0]",5,"554(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
986,3,4,1839.3,34,47,5,4,4,"(29.0, 167.0]",3,"544(29.0, 167.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
987,2,17,2004.98,364,78,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,1,0,3,1,8,High-Value
988,43,1,169.48000000000002,0,12,3,1,1,"(-0.001, 29.0]",1,"311(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
989,4,1,89.94,0,7,5,1,1,"(-0.001, 29.0]",1,"511(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
990,247,2,632.4,110,21,1,2,3,"(29.0, 167.0]",2,"123(29.0, 167.0]2",2,0,0,0,0,0,0,1,0,1,Low-Value
991,42,9,3432.8,296,123,3,5,5,"(277.0, 373.0]",5,"355(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
992,177,1,683.17,0,41,2,1,3,"(-0.001, 29.0]",3,"213(-0.001, 29.0]3",2,0,0,0,1,0,0,0,0,1,Low-Value
993,92,3,991.13,171,50,2,3,4,"(167.0, 277.0]",4,"234(167.0, 277.0]4",3,1,3,0,2,0,0,1,0,3,Low-Value
994,110,4,1050.12,209,105,2,4,4,"(167.0, 277.0]",5,"244(167.0, 277.0]5",3,1,3,0,2,0,0,2,1,5,Low-Value
995,29,5,2232.19,240,64,4,4,5,"(167.0, 277.0]",4,"445(167.0, 277.0]4",3,1,1,0,3,0,0,2,0,5,Low-Value
996,26,10,3350.96,258,117,4,5,5,"(167.0, 277.0]",5,"455(167.0, 277.0]5",1,3,1,0,3,1,0,2,1,7,Mid-Value
997,52,3,1547.2,281,29,3,3,4,"(277.0, 373.0]",3,"334(277.0, 373.0]3",1,3,1,0,2,0,0,2,0,4,Low-Value
998,184,3,925.71,104,47,1,3,4,"(29.0, 167.0]",3,"134(29.0, 167.0]3",2,0,0,0,1,0,0,1,0,2,Low-Value
999,43,5,2048.07,221,81,3,4,5,"(167.0, 277.0]",4,"345(167.0, 277.0]4",3,1,3,0,3,0,0,2,1,6,Mid-Value
1000,49,4,1462.72,268,30,3,4,4,"(167.0, 277.0]",3,"344(167.0, 277.0]3",1,3,1,0,2,0,0,2,0,4,Low-Value
1001,22,4,775.46,35,122,4,4,3,"(29.0, 167.0]",5,"443(29.0, 167.0]5",0,2,2,0,3,0,0,0,1,4,Low-Value
1002,75,5,3144.86,185,65,2,4,5,"(167.0, 277.0]",4,"245(167.0, 277.0]4",3,1,3,0,2,0,0,2,0,4,Low-Value
1003,81,2,490.86,291,15,2,2,3,"(277.0, 373.0]",2,"223(277.0, 373.0]2",1,3,1,0,2,0,0,3,0,5,Low-Value
1004,373,1,161.0,0,9,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
1005,326,1,146.85,0,8,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
1006,43,11,2380.85,272,83,3,5,5,"(167.0, 277.0]",4,"355(167.0, 277.0]4",1,3,1,0,3,1,0,2,1,7,Mid-Value
1007,30,2,890.34,195,37,4,2,3,"(167.0, 277.0]",3,"423(167.0, 277.0]3",3,1,3,0,3,0,0,2,0,5,Low-Value
1008,184,1,213.70000000000002,0,10,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
1009,235,2,280.55,91,13,1,2,2,"(29.0, 167.0]",2,"122(29.0, 167.0]2",2,0,0,0,1,0,0,1,0,2,Low-Value
1010,9,10,2588.77,357,99,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
1011,220,2,1693.45,43,107,1,2,4,"(29.0, 167.0]",5,"124(29.0, 167.0]5",2,0,0,0,1,0,0,0,1,2,Low-Value
1012,111,3,1474.06,135,57,2,3,4,"(29.0, 167.0]",4,"234(29.0, 167.0]4",3,1,3,0,2,0,0,1,0,3,Low-Value
1013,278,1,136.76999999999998,0,19,1,1,1,"(-0.001, 29.0]",2,"111(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
1014,318,1,302.58,0,8,1,1,2,"(-0.001, 29.0]",1,"112(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
1015,7,3,1904.05,82,94,5,3,4,"(29.0, 167.0]",5,"534(29.0, 167.0]5",0,2,2,0,3,0,0,1,1,5,Low-Value
1016,2,5,2879.7000000000003,55,37,5,4,5,"(29.0, 167.0]",3,"545(29.0, 167.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
1017,260,2,969.0600000000001,104,51,1,2,4,"(29.0, 167.0]",4,"124(29.0, 167.0]4",2,0,0,0,0,0,0,1,0,1,Low-Value
1018,64,5,3099.7200000000003,254,88,3,4,5,"(167.0, 277.0]",4,"345(167.0, 277.0]4",3,1,1,0,2,0,0,2,1,5,Low-Value
1019,9,9,12669.98,328,58,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,1,1,3,0,8,High-Value
1020,142,1,120.0,0,5,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,1,0,0,0,0,1,Low-Value
1021,51,2,1163.45,27,52,3,2,4,"(-0.001, 29.0]",4,"324(-0.001, 29.0]4",0,2,2,0,2,0,0,0,0,2,Low-Value
1022,8,8,2618.23,232,87,5,5,5,"(167.0, 277.0]",4,"555(167.0, 277.0]4",3,1,1,0,3,1,0,2,1,7,Mid-Value
1023,155,2,333.97,90,15,2,2,2,"(29.0, 167.0]",2,"222(29.0, 167.0]2",0,0,0,0,1,0,0,1,0,2,Low-Value
